GEOID,all,black,native,aapi,add,white,latino,City,Geography,System,Area,Metric,Measure,Source,Year,BiggerBetter,geolevel
48113010906,0.06062874251497006,0,NA,NA,0,0,0.1705263157894737,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011002,0.030390738060781478,0,NA,0,0,0,0.22580645161290322,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011003,0,0,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011004,0.07778915046059365,0,NA,NA,0.391025641025641,0,0.37073170731707317,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011101,0.07064273306311523,0.012445095168374817,NA,NA,0.5420560747663551,0.26704545454545453,0.31351351351351353,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011103,0.07705334462320068,0,NA,NA,0.08661417322834646,0,0.1868583162217659,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011104,0.06537216828478964,0,NA,NA,0.36257309941520466,0,0.3186119873817035,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011105,0.07324106113033449,0.02203856749311295,NA,NA,0.2669172932330827,0,0.16830065359477125,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011201,0.025174825174825177,0,NA,NA,0.06598984771573604,0,0.1258741258741259,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011202,0.02176278563656148,0.015894039735099338,NA,NA,0.12121212121212122,0,0.0761904761904762,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011300,0.014565544952285283,0,0,NA,0.060810810810810814,0,0.10034602076124567,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011401,0.06996770721205597,0.016722408026755852,NA,0,0.5536723163841808,0.14,0.12690355329949238,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011500,0.10451786918408631,0.02880658436213992,NA,NA,0.06707317073170732,0,0.18899858956276447,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011601,0.06444275966641395,0.07818930041152264,0,NA,0.16216216216216217,0.1896551724137931,0.04645161290322581,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011603,0.2585812356979405,0,NA,1,0.16519174041297935,0.1125,0.25844346549192365,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011604,0.11507128309572301,0,1,NA,0.23355263157894737,0,0.15804195804195803,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011701,0.06784968684759916,0,0,NA,0.09523809523809523,0,0.1066447908121411,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011702,0.1049618320610687,0,0,0,0.22185430463576158,0,0.15151515151515152,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011801,0.014344262295081968,0,NA,NA,0.07473309608540925,0,0.02551640340218712,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011802,0.23876123876123875,0.08421052631578947,NA,0,0.2825278810408922,0,0.2950191570881226,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011901,0.03577817531305903,0,0,0,0.15503875968992248,0,0.06201550387596899,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113011902,0.1687062937062937,0,0,NA,0.2956204379562044,0,0.28763040238450077,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012000,0.03352461491996376,0,NA,0,0,0,0.06457242582897033,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012101,0.07715736040609138,0.010434782608695653,NA,NA,0.1165644171779141,0,0.19830028328611898,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012102,0.08206330597889801,0,NA,0,0.2422907488986784,0,0.1881720430107527,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012206,0.012358393408856848,0,0,0,0.03900709219858156,0,0.0511727078891258,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012207,0.06273338312173264,0.05387205387205387,NA,0,0.06882022471910113,0,0.09035621198957429,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012208,0.15858585858585858,0.02145922746781116,0,NA,0.2802197802197802,0,0.33715596330275227,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012209,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012210,0.14092563702548103,0.12224264705882353,NA,0,0.2354948805460751,0.037267080745341616,0.28725701943844495,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012211,0.09956709956709957,0.0471584038694075,NA,0,0.17027027027027028,0,0.19647696476964768,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012212,0.1492109038737446,0.061946902654867256,0,NA,0.11835748792270531,0,0.23702830188679244,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012213,0,0,0,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012301,0.08958195089581951,0.24675324675324675,NA,0,0.020594965675057208,0,0.094316807738815,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012302,0.18319132455460882,0.1929681112019624,0,0,0.10138248847926268,0,0.2841726618705036,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012400,0,0,0,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012501,0,NA,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012502,0.016775396085740912,0,NA,NA,0.023323615160349854,0,0.029801324503311258,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012601,0.0836197021764032,0,0,0.11023622047244094,0.150093808630394,0,0.146503884572697,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012603,0.022569444444444444,0,NA,0,0.0593607305936073,0,0.04905660377358491,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012604,0.11781039270130901,0.06471306471306472,0,NA,0.1416382252559727,0,0.23282442748091603,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012701,0.07262277951933124,0,0,0,0.19854280510018216,0.014842300556586271,0.11727842435094002,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012702,0.12250996015936255,0,NA,NA,0.22608695652173913,0.014344262295081968,0.23673469387755103,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012801,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012802,0.0330812854442344,0,NA,NA,0.00625,0,0.1388888888888889,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113012900,0.021627188465499485,1,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013005,0.01540216771249287,0,NA,0,0,0.017976031957390146,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013007,0.07849293563579278,0,NA,0.8928571428571429,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013008,0.04841549295774648,0,NA,0.5913978494623656,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013009,0.07256097560975609,0.20918367346938777,0,0,0,0.03767820773930754,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013010,0.03323988786543853,0.004052684903748734,1,0.296875,0,0,0.0690978886756238,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013011,0.0815426997245179,0.06060606060606061,NA,0,0.11460258780036968,0.08823529411764706,0.11834319526627218,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013012,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013013,0,0,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013101,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013102,0,NA,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013104,0.08243727598566308,0,0,0.16666666666666666,0,0.10727969348659004,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013106,0.007641921397379912,0,NA,0.11666666666666667,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013107,0.017851012701682115,0.020463847203274217,NA,0.5873015873015873,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013201,0,0,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013202,0.005695142378559464,0,0,0,0,0.010766307789740342,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013300,0,NA,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013400,0,NA,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013500,0.006772009029345372,NA,NA,0,0,0.008053691275167786,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013605,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013606,0.028281975517095822,0,0,0,0.04725897920604915,0.02623360399750156,0.043782837127845885,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013607,0.011644832605531296,0,NA,0,0.17777777777777778,0,0.13008130081300814,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013608,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013609,0.09653233364573571,0,NA,0,0.2159090909090909,0,0.25121951219512195,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013610,0.06979778212654925,0,0,0,0.20334261838440112,0,0.21263157894736842,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013611,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013615,0.13043478260869565,0.03971486761710794,NA,0,0.390625,0.01834862385321101,0.3140096618357488,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013617,0.01728608470181504,0,NA,0,0.0947867298578199,0,0.16260162601626016,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013618,0.014847161572052401,0,NA,0.0787037037037037,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013619,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013620,0.01730959446092977,0.06237218813905931,0,0,0,0.004451038575667656,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013621,0.03230209281164695,0.09610389610389611,0,0,0.02457757296466974,0,0.06924643584521385,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013622,0.008078476630121177,0.03814713896457766,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013624,0.013431013431013432,0.03363914373088685,NA,0.02849740932642487,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013625,0.033288948069241014,0.022608695652173914,NA,0.08333333333333333,0.030054644808743168,0,0.08229426433915212,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013626,0.052521008403361345,0,NA,0.13402061855670103,0.10416666666666667,0,0.13537117903930132,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013627,0.034782608695652174,0,NA,0,0.10344827586206896,0.041666666666666664,0.04712041884816754,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013628,0.0323093220338983,0,NA,0,0.08747855917667238,0.03997747747747748,0.08673469387755102,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013629,0.14354527938342967,0,NA,NA,0,0.24267100977198697,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013630,0.05340829234012649,0,NA,0.25,0.1543026706231454,0,0.20394736842105263,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013631,0.0692090395480226,0,NA,0.494949494949495,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013722,0.0297951582867784,0.08166666666666667,NA,0,0.06912442396313365,0,0.029354207436399216,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013727,0.01173469387755102,0,0,0.03048780487804878,0,0.009574468085106383,0.023076923076923078,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013804,0.05795768169273229,0,0,0.18461538461538463,0.3984375,0,0.16139240506329114,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113013806,0.03191974464204286,0,0,0.06646525679758308,0.12260536398467432,0.018648018648018648,0.07373271889400922,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014001,0.06711003627569528,0,NA,0,0.2222222222222222,0,0.2215568862275449,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014002,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014119,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014120,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014121,0.006046863189720333,0,NA,0,0,0.012648221343873518,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014123,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014130,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014138,0.037076271186440676,0.10096153846153846,NA,0.0617906683480454,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014150,0.027972027972027972,0,0,0.0392156862745098,NA,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014156,0.05235204855842185,NA,NA,0.06845238095238096,0,0,NA,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014157,0.0842911877394636,0,0,0.1554959785522788,0.21875,0.046065259117082535,0.2014388489208633,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014204,0.11699507389162561,0,NA,0.2,0.07207207207207207,0.03867403314917127,0.2222222222222222,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113014209,0.02616147947677041,0,NA,0,0,0.05471698113207547,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113015002,0.042067307692307696,0,NA,0,0,0,0.07936507936507936,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113015900,0.031981279251170044,0,0,0,0.10817941952506596,0,0.0597667638483965,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016301,0.05202312138728324,0,NA,0,0.0068415051311288486,0,0.07764198418404025,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016409,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016412,0.025205158264947247,0.07158836689038031,0,0,0.022540983606557378,0,0.017915309446254073,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016415,0,0,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016416,0.020181634712411706,0,NA,0.1360544217687075,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016421,0.03487358326068003,0,0,0,0.10050251256281408,0.043668122270742356,0.04504504504504504,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016511,0.036684782608695655,0.018867924528301886,NA,NA,0.032490974729241874,0,0.13584905660377358,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016513,0.004632012352032939,0,0,NA,0,0,0.025280898876404494,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016517,0.06733167082294264,0.06972789115646258,0,NA,0,0.02178649237472767,0.10674157303370786,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016518,0.05075646656905808,0,NA,0,0.22192513368983957,0,0.1958568738229755,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016519,0.006435006435006435,0,0,NA,0.04854368932038835,0,0.021551724137931036,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016521,0.033460803059273424,0.026182432432432432,0,0,0.04519774011299435,0,0.08333333333333333,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016522,0.060574948665297744,0.017721518987341773,0,0,0.1787709497206704,0.042335766423357665,0.1884422110552764,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016526,0.09830007390983,0.17709720372836218,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016527,0,0,0,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016528,0.020975056689342405,0,NA,0,0,0.11044776119402985,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016529,0.012259194395796848,0,NA,0,0,0,0.04361370716510903,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016533,0.1098153547133139,0,NA,0,0.1873015873015873,0,0.1978984238178634,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016534,0.06242905788876277,0,NA,0,0.15151515151515152,0,0.12008733624454149,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016535,0.0480565371024735,0.13465346534653466,NA,0,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016536,0.046008119079837616,0,NA,NA,0.12363636363636364,0,0.07674943566591422,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016607,0.04471101417666303,0.02880658436213992,0,NA,1,0,0.2727272727272727,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016634,0.07053637031594416,0,0,0,0.09615384615384616,0,0.1271523178807947,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016635,0.1978643216080402,0.2292576419213974,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016638,0,0,NA,NA,0,0,0,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
48113016709,0.04130262112787927,0,NA,NA,0.16666666666666666,0,0.11134903640256959,"Dallas, TX",Tract,Human Development,Housing Quality and Affordability,Overcrowded Housing (More than 1 occupant per room),%,ACS 5-year,2022,0,2
